time,series,value
2025-01-01,gdp_level,-0.006828337282127617
2025-04-01,gdp_level,-0.2485981662921799
2025-07-01,gdp_level,-0.5137494855332436
2025-10-01,gdp_level,-0.5021510495117232
2026-01-01,gdp_level,-0.8469339216968463
2026-04-01,gdp_level,-1.016212303579811
2026-07-01,gdp_level,-1.0309056123435134
2026-10-01,gdp_level,-0.9236100799401514
2027-01-01,gdp_level,-0.8175282738978606
2027-04-01,gdp_level,-0.744324552243103
2027-07-01,gdp_level,-0.6983367405740015
2027-10-01,gdp_level,-0.661899022889767
2028-01-01,gdp_level,-0.6180800172033152
2028-04-01,gdp_level,-0.5658766653127256
2028-07-01,gdp_level,-0.5139064826919837
2028-10-01,gdp_level,-0.47099978540836585
2029-01-01,gdp_level,-0.4357543329284952
2029-04-01,gdp_level,-0.4117390599159054
2029-07-01,gdp_level,-0.4
2029-10-01,gdp_level,-0.4
2030-01-01,gdp_level,-0.4
2030-04-01,gdp_level,-0.4
2030-07-01,gdp_level,-0.4
2030-10-01,gdp_level,-0.4
2031-01-01,gdp_level,-0.4
2031-04-01,gdp_level,-0.4
2031-07-01,gdp_level,-0.4
2031-10-01,gdp_level,-0.4
2032-01-01,gdp_level,-0.4
2032-04-01,gdp_level,-0.4
2032-07-01,gdp_level,-0.4
2032-10-01,gdp_level,-0.4
2033-01-01,gdp_level,-0.4
2033-04-01,gdp_level,-0.4
2033-07-01,gdp_level,-0.4
2033-10-01,gdp_level,-0.4
2034-01-01,gdp_level,-0.4
2034-04-01,gdp_level,-0.4
2034-07-01,gdp_level,-0.4
2034-10-01,gdp_level,-0.4
2035-01-01,gdp_level,-0.4
2035-04-01,gdp_level,-0.4
2035-07-01,gdp_level,-0.4
2035-10-01,gdp_level,-0.4
